# File: All_Surveys_v11-free-cla_m.detections-full
# 
# Creation time: 2021-03-02T16:40:53.000  +0100
# 
# Colors used
# 
# 0.90e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 0.60e0 0.0e0 -0.5e0 -1.0e0 1.5e0 1.2e0  0.8e0 -0.1e0 -0.5e0 0.0e0
# 
# Grid size:
# h_step:  0.1
# a_step:  0.2
# q_step:  0.2
# si_step: 0.001
# 
          a          e        i    ifree     Omega    Omfree     omega    omfree        tperi    cl      object       MPC  
   43.25925   0.060099     8.61   10.154   222.345   147.671    99.221    92.428     77460.66   cla       L4j10   K04H79H  
  44.961294   0.060941    0.317    1.532   144.489   170.406    93.482   336.724    54728.863   cla       L4j12   K06J58V  
  44.359851   0.049814    1.178    2.863   292.435   189.698   258.106   272.577    43096.423   cla       L4k02   K04K19E  
  44.122544   0.063475    0.108    1.828   327.413   182.943   278.068   335.436     57567.58   cla       L4k03   K04K19F  
  43.272025   0.021635    0.963    2.724   298.892   192.407   275.699   300.706      49274.8   cla       L4k04   K04K19G  
  42.388028    0.14267    4.485    6.603   238.057   171.522   218.956   214.894    19445.363   cla       L4k10   K04K19K  
  40.771605   0.117209    35.23   37.502   232.957   202.803   225.437   227.101    21298.918   cla       L4k12   K04K19H  
  46.238529    0.12464    7.035    8.397   238.491   149.852   253.402   246.705    25871.609   cla       L4k13   K06J58U  
  45.580328   0.131303    2.294    1.578    49.643   270.179   155.878   202.261    46405.873   cla     L4k15PD   K03L07B  
  46.967058   0.235428   24.421   25.653   236.614   141.302    46.521    44.097    63402.637   cla       L4k17   K04K19J  
  41.470909   0.105883    20.22   22.669   238.399   188.197    36.968     37.99    62529.739   cla       L4k19   K05JI6B  
  43.120301   0.041955    2.239    0.406    87.239    43.228    26.486   350.386     3955.289   cla       L4m03   K04M08T  
  47.234126   0.175028   27.205   25.647   110.244    12.631   193.074   192.311    55715.866   cla       L4m04   K04M08V  
  44.856425   0.081796     3.58    2.049   109.745    35.296   336.428   320.436    99552.576   cla       L4n04   K04M08U  
  42.983289    0.04115    1.238    2.099     0.123   215.329   194.781   260.883    22382.759   cla       L4p01   K04PB7T  
  42.817224   0.014613    1.874    1.754    23.106   239.454   336.275    43.147    67635.066   cla       L4p02   K04PB7U  
  46.068915   0.153431    4.324     5.44   329.217   220.339   314.285   328.481     47460.46   cla       L4p03   K04PB7V  
  43.620105    0.06023    1.862    0.094    81.353   284.758    72.886   145.343     8593.727   cla       L4p05   K04PB7W  
  43.835336   0.083322    1.547    0.721   108.746   122.206   125.789    26.812     33162.36   cla     L4p06PD   K01QT7Y  
  44.282728   0.064421    1.856    2.122    15.978   236.253   258.683   310.529    43125.412   cla     L4p08PD   K01QT7Z  
  44.260877   0.099653    3.747    2.448   120.092    54.815    73.199    50.646    20334.037   cla       L4p09   K04PB7X  
  43.030054   0.114461   23.863    22.83   135.276    59.895   114.532   110.367    37667.401   cla       L4q03   K04Q29D  
  40.877929   0.083725   24.125   23.558   317.865   280.484   355.066     1.034    52185.708   cla       L4q05   K04Q29E  
  46.518611   0.022323    4.594    5.689   330.618   221.113   308.387   321.794    40159.245   cla       L4q09   K00P30D  
  45.984694   0.120138    2.088    0.766   113.802    64.512   132.565    87.386    33314.552   cla       L4q11   J99O04M  
  42.640563   0.041033    3.187    2.747   133.062    98.216   187.231   147.545    52710.489   cla       L4q15   J99O04N  
  44.946946    0.06478     2.66    1.848   134.393    82.947    88.145    48.783    25050.858   cla       L4q16   K04Q29F  
  43.951488    0.07395     0.49    1.442   124.923   167.723   278.952   149.967    54396.073   cla       L4v03   K04VD1C  
  46.324366   0.122529    3.646    3.147    36.126     274.2   333.132   359.557    44415.981   cla       L4v14   K04VD1D  
  45.735469   0.035346    1.791    1.532    40.983   248.332    68.139   127.177    46479.072   cla       L5c02   K06C69H  
  42.714559   0.046659    3.084    1.615   103.831     64.97    42.495     5.834    56740.327   cla       L5c03   K05C81E  
  45.440829   0.077212    1.185    2.143   356.748   213.383   236.938   287.704    81874.169   cla       L5c06   K07C79Q  
  43.397612   0.102835    7.869    9.051   318.434    226.12   101.854   111.757    35521.976   cla     L5c07PD   K05XA0U  
  45.325142   0.066507    3.205      4.6   313.356   207.307   187.527   201.404    55270.265   cla     L5c10PD   J99CB9J  
  47.148903   0.218764   21.869   20.584   133.275    37.672   357.313   354.692    52110.897   cla       L5c14   K07C79R  
  44.159105   0.035816     1.54    2.823   330.284   209.089   135.837   169.762    44756.669   cla       L5c18   K07C79S  
  44.980389   0.063039    1.687    0.715    66.511   257.006   266.115   344.718     3531.602   cla     L5c20PD   K02CM4Z  
  44.126005   0.068045    3.296    4.129   342.001   230.439   291.972   316.461    92193.042   cla     L5c21PD   K05ET6E  
  43.990748   0.084744    1.389    1.622    26.525     227.8   216.003   288.348    81423.164   cla       L5c22   K07DA1S  
   44.17195   0.065197    2.698    2.126   139.273    92.739   295.579   254.723    36481.395   cla     L5c24PD   J99CF3U  
  42.777915   0.046152    3.303    1.685    52.045   306.353   164.791    194.19    46847.807   cla       L5i01   K06HC3A  
  46.012882   0.216135    10.46    9.123     61.83   321.763   241.743    247.34    66258.629   cla     L5i02PD   K01K76W  
  43.898185   0.145688   20.726   22.421    245.59   161.233    16.063    14.429    57052.309   cla     L5i03PD   K01K77O  
  44.077094   0.068484    2.139    1.836    31.887   252.604   109.705    162.15    24869.436   cla       L5i05   K05JI5Y  
  44.635916   0.094308    4.141    2.695    63.766   318.153   238.327   254.458    66861.403   cla       L5i08   K05JI6J  
  44.314082   0.067189    7.919    6.269    70.662    337.84   198.865   203.667     60858.99   cla       L5j03   K05L54A  
  43.689694   0.047521    3.006    1.269    96.056    28.042   173.227   156.631    60541.746   cla       L5j04   K05L54B  
  42.027544   0.106671   23.931   25.864   280.095    213.41   309.721   312.918     24235.56   cla     L5s01PD   K04S60B  
  46.198229   0.146393    7.038    8.539   300.707   200.858   337.759   342.504    98884.655   cla     L7a04PD   K02CO8Y  
  43.681525   0.045164    7.981    6.494   116.078    39.941    28.455    19.978    58476.771   cla       L7a05   K05B49V  
  43.499576   0.042456    2.056    0.875     58.11   270.394   188.279   252.718    87660.748   cla       L7a06   K06WK6F  
  44.080188    0.07818    2.103    0.987     58.99   274.785   121.798   179.136    68074.335   cla       L7a07   K05B49W  
  47.045919   0.147499    19.27   20.677   307.259   207.418    55.594    57.827    18502.074   cla     L7a11PD   K00CA5O  
  40.385613   0.038584   21.057   18.656   211.259    15.057    23.279    21.488    27410.864   cla       HL6r1   K07RV4L  
  42.599421   0.027342   18.517   20.034    208.99   139.124    58.999    54.731    33729.986   cla       HL6r5   K06Sf5E  
  43.197883   0.077006   15.712   17.604   269.148   187.441    121.14   122.053     65149.51   cla       HL6r6   K06Sf5F  
  45.547957   0.160926   29.222   27.609   106.633    14.386   342.223   341.377    36258.601   cla       HL7c2   K07F51M  
  46.096206   0.156517   25.029   26.639   264.444   170.215    52.385    51.728    48812.282   cla       HL7p3   K07RW6X  
  43.181427   0.158914   20.094    20.49   341.291   255.545    71.189    76.588      59873.2   cla       mah07   K12UH7N  
  43.548763   0.058274   16.177   17.878   287.738   201.744    56.905    59.361    43990.595   cla       mah12   K12UH7M  
  41.562084   0.035094   16.446   17.878   289.959   231.487   336.026   342.886    22542.167   cla       mah13   K12UH7O  
  40.737407   0.092034   26.365   28.799   218.923    190.23   151.607   152.597    51996.797   cla       mal24   K11Uf2K  
  46.250117   0.147643    2.956    4.503   252.563   165.285   146.427   138.377    58270.138   cla       mal36   K11Uf2A  
   42.43268   0.098398     7.21    5.967    24.163   297.715   315.718   330.944    43456.458   cla       mal37   K11Uf1X  
  45.382779   0.131928   10.729   12.045   231.692   144.412   124.064   118.832    46961.974   cla       mal38   K11Uf2M  
  43.408021   0.070503    3.132    4.045   337.472   228.395    32.829    59.356    50639.411   cla       mal39   K11Uf2C  
  43.048298   0.070517    7.737    7.139    14.293   280.698   329.394   343.715    43929.543   cla       mal40   J99RL5U  
  44.061145    0.06395    2.122    2.481     8.325   236.943    34.887    79.521    58648.018   cla       mal42   K01RE3Z  
  43.362997    0.06684    4.419    3.908    20.174   272.856   323.075   348.214    43238.873   cla       mal43   K11Uf1V  
  42.603289   0.116416   15.118   13.951    21.517   300.968    94.399   101.214    75304.677   cla       mal44   K11Uf2H  
  43.839053   0.165471    4.529     4.17    18.484   269.505    94.657   118.172     74173.18   cla       mal46   K11Uf1W  
     46.451    0.15503    2.496      4.0   303.964   197.056    24.904    35.887     40158.17   cla       mal48   K11Uf2G  
   43.02836   0.083076   10.371   12.221   239.455   163.313    60.139    57.033    32305.258   cla       mal49   K11Uf2L  
  42.030971   0.029441   29.757   27.907    27.031   320.535   147.942   150.955    94556.742   cla       mal50   K11Uf2J  
  44.217924    0.06418    1.907    3.427   309.431   201.799   154.113   174.177    75286.666   cla       mal51   K11Uf1Y  
  43.940956   0.030894    1.694    2.447     357.0   223.805    98.659   145.759    73617.814   cla       mal52   K11Uf1U  
   45.41369   0.052319    5.496    5.858   358.348   249.365   100.405   116.948    75027.845   cla       mal53   K11Uf2D  
  43.495764   0.055618   15.311   14.738    14.512   284.669   245.796   252.608    19787.907   cla       mal54   K11Uf2B  
  45.535456    0.05315    1.214    2.687   315.356   197.745   352.167    16.842    31494.864   cla       mal55   K11Uf1Z  
  45.069927   0.011888    2.146    3.577   313.968   204.021   277.782   296.494     6484.545   cla       mal56   K11Uf2F  
  47.879267   0.160826    2.606    3.332     5.095   229.795    116.38   144.107    79920.003   cla       mal58   K11Uf2S  
  43.495625   0.111878   22.799   24.142   218.117   137.806      5.58     2.363     7508.573   cla       mal59   K11Uf2E  
